97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100
129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132
161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164
1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4
33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36
65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68
97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100
129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132
161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164
1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;333;302;303;336;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4
33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;333;334;335;336;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36
65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;333;302;303;336;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68
97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;333;334;335;336;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100
129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;333;302;303;336;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132
161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;333;334;335;336;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164
1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;333;302;303;336;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4
33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;333;334;335;336;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36
65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;333;302;303;336;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68
270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;207;334;335;208;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271;270;271
302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303
334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335
302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303;302;303
334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335;334;335
366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367;366;367
97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100
129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132;129;130;131;132
161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164;161;162;163;164
1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4;1;2;3;4
33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36;33;34;35;36
65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68;65;66;67;68
97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100;97;98;99;100}
